province,district,total_loss,mean_loss,max_loss,std_loss,trend_slope,pct_recent,cluster,cluster_label
Aceh,Aceh Barat,75214.5920154916,3008.583680619664,6502.938359406206,1653.9311341069742,85.67723186840223,44.268585648881256,0,Sedang – Stabil
Aceh,Aceh Barat Daya,34174.823089093865,1366.9929235637546,7361.221654628653,1387.9321850024542,-11.770692239992275,34.43330821949583,0,Sedang – Stabil
Aceh,Aceh Besar,24288.740623818307,971.5496249527324,2241.289721854456,617.0129237169776,40.02582267444341,54.313160531509766,0,Sedang – Stabil
Aceh,Aceh Jaya,61741.71884183183,2469.6687536732734,4978.30362184902,1204.214226133254,61.92579378098737,47.756597023308586,0,Sedang – Stabil
Aceh,Aceh Selatan,49234.24773429181,1969.3699093716723,4324.427557067588,1201.8482979751254,116.59096241787626,57.09264935145026,0,Sedang – Stabil
Aceh,Aceh Singkil,75113.28148237772,3004.5312592951086,9718.506750529888,2162.8704869860185,-121.14375542092375,23.563521088488777,0,Sedang – Stabil
Aceh,Aceh Tamiang,58485.9120629899,2339.436482519596,4290.108293057228,1004.0346699175536,70.58471980788394,48.97259255317391,0,Sedang – Stabil
Aceh,Aceh Tengah,42744.7187301861,1709.788749207444,4685.784412072841,1193.1546635257828,107.82768066872646,69.13876736517457,0,Sedang – Stabil
Aceh,Aceh Tenggara,30517.43205661045,1220.6972822644182,4295.9698408218,869.1995417585655,-7.629132223443666,35.87188033249037,0,Sedang – Stabil
Aceh,Aceh Timur,101812.78645091566,4072.511458036626,10245.26891445576,2832.307459441506,203.15327918367925,55.43882584015609,0,Sedang – Stabil
Aceh,Aceh Utara,64435.92452929741,2577.436981171896,5371.670319821567,1629.6725815918594,182.26165641088085,67.54811727289656,0,Sedang – Stabil
Aceh,Banda Aceh,53.68271968409285,2.5563199849568026,22.59138128752764,4.948478627975221,-0.2358428759675522,11.412075069823176,0,Sedang – Stabil
Aceh,Bener Meriah,24497.588178862286,979.9035271544916,3170.5028480761302,720.4843577939357,68.27732941012854,68.0088725312815,0,Sedang – Stabil
Aceh,Bireuen,28739.07416681498,1149.562966672599,4040.914330867172,1027.9880295600522,92.98988232538308,63.41340069523397,0,Sedang – Stabil
Aceh,Gayo Lues,33392.81822576672,1335.712729030669,2945.348458310752,732.3690190202583,38.84097192602033,54.82629398294392,0,Sedang – Stabil
Aceh,Langsa,5070.906636124242,202.83626544496968,629.5615648025121,190.3777366467577,4.7380752013098375,50.79476599697572,0,Sedang – Stabil
Aceh,Lhokseumawe,679.1718075315931,27.166872301263723,70.49954753704677,20.53666782700416,2.041198052742928,67.25720245786015,0,Sedang – Stabil
Aceh,Nagan Raya,103377.69843704016,4135.107937481606,11472.990387042264,2794.463591104385,70.62723429434718,39.86843373790256,0,Sedang – Stabil
Aceh,Pidie,19332.0966539994,773.2838661599759,1521.3953704024177,406.0680471764887,26.081879136370503,52.02866673141383,0,Sedang – Stabil
Aceh,Pidie Jaya,11995.31525963411,479.8126103853644,1350.9431054574004,342.7760397501747,21.20899840641838,49.92998404812868,0,Sedang – Stabil
Aceh,Sabang,753.7349246041985,30.14939698416794,58.94008969201225,17.14611805464057,0.5888966925527637,50.462473608041634,0,Sedang – Stabil
Aceh,Simeulue,18230.845460060264,729.2338184024105,3274.303879042503,669.3540291179467,-15.495077292291814,34.19388864411084,0,Sedang – Stabil
Aceh,Subulussalam,53164.35487217407,2126.5741948869627,6745.839410593981,1521.8161445913397,2.129081735718633,35.23882214219379,0,Sedang – Stabil
Bangka Belitung,Bangka,140516.67211176953,5620.666884470781,12414.794732154149,2786.774662629577,180.41346474678815,54.074740719084325,0,Sedang – Stabil
Bangka Belitung,Bangka Barat,139917.7252342834,5596.709009371336,13263.683057877632,2692.3140594085567,157.72696639060084,49.23733102162896,0,Sedang – Stabil
Bangka Belitung,Bangka Selatan,169524.7252330775,6780.989009323101,20262.3332904436,4011.098210593515,238.69455431738905,56.69635937362334,0,Sedang – Stabil
Bangka Belitung,Bangka Tengah,106992.0372878051,4279.681491512204,8888.070579099302,2258.572952572797,170.37136537552306,54.77817750828176,0,Sedang – Stabil
Bangka Belitung,Belitung,90753.51500718246,3630.140600287298,11769.45437790982,2509.7271429546327,-17.221732501063357,35.05887286940448,0,Sedang – Stabil
Bangka Belitung,Belitung Timur,83262.46082122742,3330.498432849097,8207.1890956006,1734.1086766132264,92.3508045689502,51.37320128930644,0,Sedang – Stabil
Bangka Belitung,Pangkalpinang,2563.994190316044,102.55976761264176,301.3002270763682,73.8459920585713,2.94339473583458,52.00614745006212,0,Sedang – Stabil
Bengkulu,Bengkulu,1907.843813809429,76.31375255237717,177.86274761158603,48.76698795032646,3.245707681279628,59.55389262666189,0,Sedang – Stabil
Bengkulu,Bengkulu Selatan,38011.31188512324,1520.4524754049294,2681.7336239788083,653.9926007559452,25.319282339809032,50.1324446592311,0,Sedang – Stabil
Bengkulu,Bengkulu Tengah,35488.862810323146,1419.5545124129258,4093.331087217688,743.4831993790277,62.28151244375369,58.36561437985307,0,Sedang – Stabil
Bengkulu,Bengkulu Utara,117295.32510146045,4691.813004058418,7430.930717404273,1620.1068563283902,126.60833607164498,50.45269365452126,0,Sedang – Stabil
Bengkulu,Kaur,58365.59277369494,2334.623710947797,4937.588235752757,1111.8816019622566,35.36107204352698,48.82066328456594,0,Sedang – Stabil
Bengkulu,Kepahiang,6673.040973804303,266.9216389521721,507.29275709173857,124.72434814014235,8.852175156162879,57.51984013653756,0,Sedang – Stabil
Bengkulu,Lebong,19044.310177909218,761.7724071163688,1838.0543515332115,428.2116375807046,35.98295369799748,62.83898244536592,0,Sedang – Stabil
Bengkulu,Mukomuko,135812.0790003651,5432.483160014604,9825.322597803412,1830.778126779818,-14.079023305070583,40.80130129242849,0,Sedang – Stabil
Bengkulu,Rejang Lebong,26034.23646859128,1041.369458743651,2159.956485962441,555.5180466476598,46.25556499252905,60.038764079500936,0,Sedang – Stabil
Bengkulu,Seluma,65441.23155517532,2617.6492622070127,4556.701629610574,1067.6741702859892,44.58133789117543,48.45596402436434,0,Sedang – Stabil
Jambi,Batang Hari,303373.56616221706,12134.942646488682,29923.1191399518,7543.341661439393,9.120073113469957,41.05444626610733,1,Tinggi – Menurun
Jambi,Bungo,170723.20490038584,6828.928196015434,12843.48450563402,2323.003337274508,81.34568976627762,45.5640595647572,0,Sedang – Stabil
Jambi,Jambi,2498.6723753416463,99.94689501366584,216.9374522327568,61.002611818402734,0.2041253502625363,42.99844412201202,0,Sedang – Stabil
Jambi,Kerinci,53630.68811161209,2145.227524464484,6044.761614818412,1908.580069386116,190.8176613939605,80.30213192636523,0,Sedang – Stabil
Jambi,Merangin,223885.787716058,8955.431508642321,15788.607540372472,3853.941475417816,461.8222944996437,61.450488127231,0,Sedang – Stabil
Jambi,Muaro Jambi,293852.9693880786,11754.118775523144,40671.12787199825,8803.090748380773,88.84172789740316,50.396570437441866,1,Tinggi – Menurun
Jambi,Sarolangun,260632.06784895665,10425.282713958264,25351.03890491837,5356.096960161509,176.00489206439482,46.70250693742677,0,Sedang – Stabil
Jambi,Sungai Penuh,2743.265623937917,109.73062495751668,491.7317595672056,144.84631205898924,14.244311470995378,93.9380969763156,0,Sedang – Stabil
Jambi,Tanjung Jabung B,268994.83749851526,10759.79349994061,38038.1599837968,7515.211312343199,-402.43739840656986,30.79323624644601,1,Tinggi – Menurun
Jambi,Tanjung Jabung T,165998.31369222808,6639.932547689124,27250.73582166048,5117.61272134305,60.63042776158528,49.44414156518644,0,Sedang – Stabil
Jambi,Tebo,335864.9592271845,13434.598369087378,39630.0488326184,8612.068925414853,-147.11628416096167,32.42241187191131,1,Tinggi – Menurun
Kepulauan Riau,Batam,32414.91509037172,1296.5966036148689,6190.706554431386,1234.2752022791617,-25.14857642915284,32.16626608012244,0,Sedang – Stabil
Kepulauan Riau,Bintan,28446.01211040476,1137.8404844161903,4079.613212200744,837.2586455257848,27.85162818980128,49.289523566087,0,Sedang – Stabil
Kepulauan Riau,Karimun,21304.851263559653,852.1940505423861,3334.87873823303,633.6227998914301,23.222713678893093,48.67324017427334,0,Sedang – Stabil
Kepulauan Riau,Kepulauan Anambas,4193.53558236789,167.74142329471562,356.615949222302,95.31146151526164,-0.509155499546248,43.99930144910693,0,Sedang – Stabil
Kepulauan Riau,Lingga,36593.60035190483,1463.7440140761933,3669.880855592008,913.4560963900012,23.45993798613165,42.503280400637735,0,Sedang – Stabil
Kepulauan Riau,Natuna,31668.162600717747,1266.72650402871,4917.633899601701,1264.6432454613594,0.8126056243700192,48.54841320837026,0,Sedang – Stabil
Kepulauan Riau,Tanjungpinang,2524.663869028886,100.98655476115545,351.61298406930626,76.51142613980294,-2.3472186412991256,29.31040851548481,0,Sedang – Stabil
Lampung,Bandar Lampung,469.0058221927533,18.76023288771013,67.78872859951336,17.765471414169184,-0.4368192487990138,31.50350542761141,0,Sedang – Stabil
Lampung,Lampung Barat,47581.58248023053,1903.2632992092213,3544.536786359364,811.5012993194498,7.318259999175672,46.48026368716023,0,Sedang – Stabil
Lampung,Lampung Selatan,21391.30347148837,855.6521388595347,3054.932710201231,682.8247125795847,-7.372479816371571,33.32709618929452,0,Sedang – Stabil
Lampung,Lampung Tengah,24024.121268764524,960.9648507505808,3299.593226767219,699.7509332289075,-21.554228508894447,34.91036255920385,0,Sedang – Stabil
Lampung,Lampung Timur,13649.27019806965,545.970807922786,2305.713004246096,517.887710497162,7.689610439970474,50.98370823219292,0,Sedang – Stabil
Lampung,Lampung Utara,28329.203269301302,1133.1681307720523,2640.218682969737,538.8510349526957,28.970582563174357,54.68919147004001,0,Sedang – Stabil
Lampung,Mesuji,39939.15594042633,1597.5662376170533,6815.342254691944,1458.9814707350704,68.22159087164727,48.06228280718276,0,Sedang – Stabil
Lampung,Metro,34.63768181351047,1.3855072725404187,6.667138432519261,1.6077599448048097,-0.0587738026697276,30.530051155973556,0,Sedang – Stabil
Lampung,Pesawaran,10851.069460633307,434.0427784253323,1067.0729475911269,231.2687411493966,-4.6503049463080215,37.05557926618518,0,Sedang – Stabil
Lampung,Pringsewu,6378.050663907173,255.1220265562869,588.032715791283,118.03567753036266,1.125847341024391,45.03345285559068,0,Sedang – Stabil
Lampung,Tanggamus,26644.428704964583,1065.7771481985835,2423.322608441068,499.5626813168645,3.644860775991446,46.51022996699925,0,Sedang – Stabil
Lampung,Tulang Bawang Barat,12371.096645697677,494.843865827907,1367.1902978968965,329.8271661412215,-16.52118899526248,29.57657264732274,0,Sedang – Stabil
Lampung,Tulangbawang,26256.97877083776,1050.2791508335104,4199.630346428707,887.913578205978,17.500355252166656,47.762566229238416,0,Sedang – Stabil
Lampung,Way Kanan,71097.42495888531,2843.8969983554125,8600.531983119488,2042.7790915824376,-37.32672564857958,32.279808173679704,0,Sedang – Stabil
